"id";"pesid";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_principal";"causa_acidente";"ordem_tipo_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"id_veiculo";"tipo_veiculo";"marca";"ano_fabricacao_veiculo";"tipo_envolvido";"estado_fisico";"idade";"sexo";"ilesos";"feridos_leves";"feridos_graves";"mortos";"latitude";"longitude";"regional";"delegacia";"uop"
99981;216325;2018-01-01;"segunda-feira";"01:15:00";"RS";386;134;"SARANDI";"Sim";"Ingestão de Álcool";1;"Colisao transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseçao de vias";"Não";177645;"Caminhonete";"GM/MONTANA CONQUEST";2007;"Condutor";"Ileso";65;"Masculino";1;0;0;0;"-27.953636";"-52.916374";"SR-RS";"DEL9/14";"UOP01/RS"
99981;216327;2018-01-01;"segunda-feira";"01:15:00";"RS";386;134;"SARANDI";"Sim";"Ingestão de Álcool";1;"Colisao transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseçao de vias";"Não";177646;"Automóvel";"RENAULT/SANDERO STEPWAY";2012;"Condutor";"Ileso";60;"Feminino";1;0;0;0;"-27.953636";"-52.916374";"SR-RS";"DEL9/14";"UOP01/RS"
99982;216320;2018-01-01;"segunda-feira";"00:20:00";"RS";293;151,7;"CANDIOTA";"Sim";"Falta de Atenção à Condução";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";177665;"Automóvel";"GM/KADETT GL";1994;"Condutor";"Lesões Graves";25;"Masculino";0;0;1;0;"-31.395214";"-53.78391174";"SR-RS";"DEL9/11";"UOP03/RS"
99984;216303;2018-01-01;"segunda-feira";"01:30:00";"RS";386;395,8;"TRIUNFO";"Sim";"Animais na Pista";1;"Atropelamento de Animal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";177642;"Camioneta";"FORD/ECOSPORT FSL 1.6";2015;"Condutor";"Ileso";66;"Masculino";1;0;0;0;"-29.72837503";"-51.6334194";"SR-RS";"DEL9/4";"UOP02/RS"
99990;216321;2018-01-01;"segunda-feira";"02:10:00";"RS";386;116,9;"SARANDI";"Sim";"Ingestão de Álcool";1;"Colisao frontal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";177668;"Automóvel";"IMP/GM ASTRA GLS";1995;"Condutor";"Ileso";27;"Masculino";1;0;0;0;"-27.85375327";"-53.01505161";"SR-RS";"DEL9/14";"UOP01/RS"
99990;216322;2018-01-01;"segunda-feira";"02:10:00";"RS";386;116,9;"SARANDI";"Sim";"Ingestão de Álcool";1;"Colisao frontal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";177667;"Ônibus";"MBENZ/MPOLO PARADISO R";2008;"Condutor";"Ileso";44;"Masculino";1;0;0;0;"-27.85375327";"-53.01505161";"SR-RS";"DEL9/14";"UOP01/RS"
100017;217406;2018-01-01;"segunda-feira";"03:30:00";"RS";392;638,7;"GUARANI DAS MISSOES";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisao transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";178449;"Caminhonete";"GM/S10 2.5 D 4X4";1999;"Condutor";"Ileso";27;"Masculino";1;0;0;0;"-28.14329739";"-54.50740635";"SR-RS";"DEL9/10";"UOP01/RS"
100017;217407;2018-01-01;"segunda-feira";"03:30:00";"RS";392;638,7;"GUARANI DAS MISSOES";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisao transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";178451;"Motocicleta";"HONDA/CG 150 TITAN ES";2006;"Condutor";"Lesões Graves";45;"Masculino";0;0;1;0;"-28.14329739";"-54.50740635";"SR-RS";"DEL9/10";"UOP01/RS"
100017;217413;2018-01-01;"segunda-feira";"03:30:00";"RS";392;638,7;"GUARANI DAS MISSOES";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisao transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";178449;"Caminhonete";"GM/S10 2.5 D 4X4";1999;"Passageiro";"Ileso";21;"Feminino";1;0;0;0;"-28.14329739";"-54.50740635";"SR-RS";"DEL9/10";"UOP01/RS"
100017;217412;2018-01-01;"segunda-feira";"03:30:00";"RS";392;638,7;"GUARANI DAS MISSOES";"Sim";"Desobediência às normas de trânsito pelo condutor";1;"Colisao transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";178451;"Motocicleta";"HONDA/CG 150 TITAN ES";2006;"Passageiro";"Lesões Leves";32;"Feminino";0;1;0;0;"-28.14329739";"-54.50740635";"SR-RS";"DEL9/10";"UOP01/RS"
100021;216367;2018-01-01;"segunda-feira";"06:20:00";"RS";287;241,5;"SANTA MARIA";"Sim";"Velocidade Incompatível";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Não Informado";"Sim";177707;"Automóvel";"I/CHEVROLET CLASSIC LS";2015;"Condutor";"Lesões Graves";17;"Masculino";0;0;1;0;"-29.70227485";"-53.79155159";"SR-RS";"DEL9/9";"UOP01/RS"
100024;216362;2018-01-01;"segunda-feira";"07:00:00";"RS";116;246,8;"SAO LEOPOLDO";"Sim";"Velocidade Incompatível";1;"Capotamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";177706;"Automóvel";"GM/CHEVETTE SL";1987;"Condutor";"Lesões Graves";34;"Masculino";0;0;1;0;"-29.7656177";"-51.15390804";"SR-RS";"DEL9/1";"UOP02/RS"
100032;216789;2018-01-01;"segunda-feira";"08:25:00";"RS";116;42,6;"VACARIA";"Sim";"Ultrapassagem Indevida";1;"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Não";177990;"Automóvel";"FORD/FIESTA HA 1.6L TIAB";2015;"Passageiro";"Ileso";10;"Masculino";1;0;0;0;"-28.53493609";"-50.95900208";"SR-RS";"DEL9/5";"UOP03/RS"
100032;216788;2018-01-01;"segunda-feira";"08:25:00";"RS";116;42,6;"VACARIA";"Sim";"Ultrapassagem Indevida";1;"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Não";177990;"Automóvel";"FORD/FIESTA HA 1.6L TIAB";2015;"Condutor";"Ileso";39;"Masculino";1;0;0;0;"-28.53493609";"-50.95900208";"SR-RS";"DEL9/5";"UOP03/RS"
100045;218539;2018-01-01;"segunda-feira";"06:30:00";"RS";471;506,5;"RIO GRANDE";"Sim";"Condutor Dormindo";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Simples";"Reta";"Não";177719;"Automóvel";"GM/KADETT LITE";1994;"Condutor";"Lesões Leves";62;"Masculino";0;1;0;0;"-32.43103576";"-52.56565856";"SR-RS";"DEL9/7";"UOP02/RS"
100063;216492;2018-01-01;"segunda-feira";"07:40:00";"RS";392;5,2;"RIO GRANDE";"Sim";"Ingestão de Álcool";1;"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";177756;"Automóvel";"I/NISSAN SENTRA 20SV CVT";2013;"Condutor";"Não Informado";NA;"Não Informado";0;0;0;0;"-32.07912744";"-52.10373947";"SR-RS";"DEL9/7";"UOP02/RS"
100077;216558;2018-01-01;"segunda-feira";"14:55:00";"RS";116;160,5;"CAXIAS DO SUL";"Sim";"Falta de Atenção à Condução";1;"Colisao com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";177786;"Automóvel";"VW/CROSSFOX";2006;"Condutor";"Lesões Leves";49;"Masculino";0;1;0;0;"-29.23720386";"-51.15725756";"SR-RS";"DEL9/5";"UOP01/RS"
100077;216559;2018-01-01;"segunda-feira";"14:55:00";"RS";116;160,5;"CAXIAS DO SUL";"Sim";"Falta de Atenção à Condução";1;"Colisao com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";177786;"Automóvel";"VW/CROSSFOX";2006;"Passageiro";"Lesões Leves";44;"Feminino";0;1;0;0;"-29.23720386";"-51.15725756";"SR-RS";"DEL9/5";"UOP01/RS"
100077;216560;2018-01-01;"segunda-feira";"14:55:00";"RS";116;160,5;"CAXIAS DO SUL";"Sim";"Falta de Atenção à Condução";1;"Colisao com objeto estático";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Sim";177786;"Automóvel";"VW/CROSSFOX";2006;"Passageiro";"Lesões Leves";4;"Masculino";0;1;0;0;"-29.23720386";"-51.15725756";"SR-RS";"DEL9/5";"UOP01/RS"
100082;216637;2018-01-01;"segunda-feira";"14:55:00";"RS";101;21;"TRES CACHOEIRAS";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Dupla";"Curva";"Não";177855;"Automóvel";"FORD/KA FLEX";2012;"Condutor";"Ileso";23;"Masculino";1;0;0;0;"-29.429541";"-49.885262";"SR-RS";"DEL9/3";"UOP03/RS"
100082;216638;2018-01-01;"segunda-feira";"14:55:00";"RS";101;21;"TRES CACHOEIRAS";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Dupla";"Curva";"Não";177856;"Automóvel";"FORD/KA SE 1.0 HA B";2016;"Condutor";"Ileso";41;"Masculino";1;0;0;0;"-29.429541";"-49.885262";"SR-RS";"DEL9/3";"UOP03/RS"
100102;216599;2018-01-01;"segunda-feira";"16:45:00";"RS";101;70;"OSORIO";"Não";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Desvio Temporário";"Não";177806;"Automóvel";"I/FORD FOCUS HC FLEX";2013;"Condutor";"Ileso";24;"Feminino";1;0;0;0;"-29.75237103";"-50.21249771";"SR-RS";"DEL9/3";"UOP01/RS"
100102;216597;2018-01-01;"segunda-feira";"16:45:00";"RS";101;70;"OSORIO";"Não";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Desvio Temporário";"Não";177805;"Motocicleta";"HONDA/CBX 250 TWISTER";2005;"Condutor";"Lesões Leves";28;"Masculino";0;1;0;0;"-29.75237103";"-50.21249771";"SR-RS";"DEL9/3";"UOP01/RS"
100102;216601;2018-01-01;"segunda-feira";"16:45:00";"RS";101;70;"OSORIO";"Não";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Desvio Temporário";"Não";177805;"Motocicleta";"HONDA/CBX 250 TWISTER";2005;"Passageiro";"Lesões Leves";26;"Feminino";0;1;0;0;"-29.75237103";"-50.21249771";"SR-RS";"DEL9/3";"UOP01/RS"
100103;216928;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178098;"Automóvel";"CHEVROLET/COBALT 1.8 LT";2015;"Passageiro";"Óbito";22;"Masculino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;219408;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178097;"Automóvel";"I/FORD FIESTA SD 1.6LTIA";2013;"Passageiro";"Lesões Graves";22;"Masculino";0;0;1;0;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;216925;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178098;"Automóvel";"CHEVROLET/COBALT 1.8 LT";2015;"Condutor";"Óbito";47;"Masculino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;216926;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178098;"Automóvel";"CHEVROLET/COBALT 1.8 LT";2015;"Passageiro";"Óbito";47;"Feminino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;216927;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178098;"Automóvel";"CHEVROLET/COBALT 1.8 LT";2015;"Passageiro";"Óbito";46;"Masculino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;216922;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178097;"Automóvel";"I/FORD FIESTA SD 1.6LTIA";2013;"Condutor";"Óbito";44;"Feminino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;216924;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178097;"Automóvel";"I/FORD FIESTA SD 1.6LTIA";2013;"Passageiro";"Óbito";52;"Feminino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;216923;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178097;"Automóvel";"I/FORD FIESTA SD 1.6LTIA";2013;"Passageiro";"Óbito";69;"Feminino";0;0;0;1;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100103;219421;2018-01-01;"segunda-feira";"14:45:00";"RS";471;636,5;"SANTA VITORIA DO PALMAR";"Sim";"Falta de Atenção à Condução";1;"Colisao frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178098;"Automóvel";"CHEVROLET/COBALT 1.8 LT";2015;"Passageiro";"Lesões Graves";25;"Masculino";0;0;1;0;"-33.5267504";"-53.3420456";"SR-RS";"DEL9/7";"UOP04/RS"
100104;216553;2018-01-01;"segunda-feira";"16:40:00";"RS";290;33;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Capotamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Não";177787;"Automóvel";"I/JAC J3 TURIN";2011;"Condutor";"Ileso";37;"Masculino";1;0;0;0;"-29.88143451";"-50.52371979";"SR-RS";"DEL9/3";"UOP02/RS"
100137;216655;2018-01-01;"segunda-feira";"17:20:00";"RS";116;302;"ELDORADO DO SUL";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Sim";177833;"Automóvel";"HONDA/FIT LX FLEX";2009;"Condutor";"Ileso";44;"Feminino";1;0;0;0;"-30.139704";"-51.359425";"SR-RS";"DEL9/2";"UOP01/RS"
100137;216658;2018-01-01;"segunda-feira";"17:20:00";"RS";116;302;"ELDORADO DO SUL";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Sim";177834;"Motocicleta";"HONDA/CG150 FAN ESDI";2015;"Condutor";"Lesões Leves";38;"Masculino";0;1;0;0;"-30.139704";"-51.359425";"SR-RS";"DEL9/2";"UOP01/RS"
100137;216662;2018-01-01;"segunda-feira";"17:20:00";"RS";116;302;"ELDORADO DO SUL";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Sim";177835;"Automóvel";"VW/SANTANA GLS 2000";1989;"Condutor";"Ileso";36;"Masculino";1;0;0;0;"-30.139704";"-51.359425";"SR-RS";"DEL9/2";"UOP01/RS"
100139;219061;2018-01-01;"segunda-feira";"18:20:00";"RS";392;83;"PELOTAS";"Sim";"Não guardar distância de segurança";1;"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";177930;"Automóvel";"VW/GOL 1.0 GIV";2012;"Condutor";"Ileso";25;"Masculino";1;0;0;0;"-31.653152";"-52.471169";"SR-RS";"DEL9/7";"UOP01/RS"
100139;219062;2018-01-01;"segunda-feira";"18:20:00";"RS";392;83;"PELOTAS";"Sim";"Não guardar distância de segurança";1;"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";177931;"Automóvel";"FIAT/PALIO ATTRACTIV 1.0";2012;"Condutor";"Ileso";32;"Feminino";1;0;0;0;"-31.653152";"-52.471169";"SR-RS";"DEL9/7";"UOP01/RS"
100139;219543;2018-01-01;"segunda-feira";"18:20:00";"RS";392;83;"PELOTAS";"Sim";"Não guardar distância de segurança";1;"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";177929;"Automóvel";"I/HYUNDAI I30 2.0";NA;"Condutor";"Não Informado";NA;"Não Informado";0;0;0;0;"-31.653152";"-52.471169";"SR-RS";"DEL9/7";"UOP01/RS"
100150;216636;2018-01-01;"segunda-feira";"19:12:00";"RS";290;11;"OSORIO";"Sim";"Falta de Atenção à Condução";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";177854;"Automóvel";"FIAT/UNO MILLE FIRE FLEX";2008;"Condutor";"Ileso";44;"Masculino";1;0;0;0;"-29.89004828";"-50.38201869";"SR-RS";"DEL9/3";"UOP02/RS"
100150;216639;2018-01-01;"segunda-feira";"19:12:00";"RS";290;11;"OSORIO";"Sim";"Falta de Atenção à Condução";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";177854;"Automóvel";"FIAT/UNO MILLE FIRE FLEX";2008;"Passageiro";"Lesões Leves";6;"Masculino";0;1;0;0;"-29.89004828";"-50.38201869";"SR-RS";"DEL9/3";"UOP02/RS"
100163;216647;2018-01-01;"segunda-feira";"19:30:00";"RS";290;99,7;"PORTO ALEGRE";"Não";"Velocidade Incompatível";2;"Capotamento";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Dupla";"Reta";"Sim";177867;"Automóvel";"GM/CORSA WIND";1996;"Condutor";"Lesões Leves";28;"Masculino";0;1;0;0;"-29.98958095";"-51.23368455";"SR-RS";"DEL9/1";"UOP01/RS"
100190;216819;2018-01-01;"segunda-feira";"21:25:00";"RS";290;16;"OSORIO";"Sim";"Falta de Atenção à Condução";1;"Colisao lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Não";178009;"Motocicleta";"HONDA/CG 150 TITAN KS";2006;"Condutor";"Lesões Leves";20;"Masculino";0;1;0;0;"-29.87461956";"-50.42373776";"SR-RS";"DEL9/3";"UOP02/RS"
100190;216914;2018-01-01;"segunda-feira";"21:25:00";"RS";290;16;"OSORIO";"Sim";"Falta de Atenção à Condução";1;"Colisao lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Não";178010;"Automóvel";"I/FORD FIESTA SD 1.6LSE";2013;"Condutor";"Ileso";36;"Masculino";1;0;0;0;"-29.87461956";"-50.42373776";"SR-RS";"DEL9/3";"UOP02/RS"
100190;216920;2018-01-01;"segunda-feira";"21:25:00";"RS";290;16;"OSORIO";"Sim";"Falta de Atenção à Condução";1;"Colisao lateral";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Não";178009;"Motocicleta";"HONDA/CG 150 TITAN KS";2006;"Passageiro";"Lesões Leves";0;"Masculino";0;1;0;0;"-29.87461956";"-50.42373776";"SR-RS";"DEL9/3";"UOP02/RS"
100201;219706;2018-01-01;"segunda-feira";"23:40:00";"RS";290;16;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";178078;"Automóvel";"I/PEUGEOT 206 SELECTION";2001;"Condutor";"Lesões Leves";33;"Feminino";0;1;0;0;"-29.871126";"-50.418049";"SR-RS";"DEL9/3";"UOP02/RS"
100201;219713;2018-01-01;"segunda-feira";"23:40:00";"RS";290;16;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";178078;"Automóvel";"I/PEUGEOT 206 SELECTION";2001;"Passageiro";"Lesões Leves";14;"Masculino";0;1;0;0;"-29.871126";"-50.418049";"SR-RS";"DEL9/3";"UOP02/RS"
100201;219715;2018-01-01;"segunda-feira";"23:40:00";"RS";290;16;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";178077;"Automóvel";"FIAT/UNO MILLE FIRE FLEX";2006;"Condutor";"Ileso";20;"Masculino";1;0;0;0;"-29.871126";"-50.418049";"SR-RS";"DEL9/3";"UOP02/RS"
100201;219716;2018-01-01;"segunda-feira";"23:40:00";"RS";290;16;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";178079;"Automóvel";"FIAT/UNO CS";1992;"Condutor";"Ileso";35;"Masculino";1;0;0;0;"-29.871126";"-50.418049";"SR-RS";"DEL9/3";"UOP02/RS"
100201;219705;2018-01-01;"segunda-feira";"23:40:00";"RS";290;16;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";178079;"Automóvel";"FIAT/UNO CS";1992;"Passageiro";"Lesões Leves";27;"Feminino";0;1;0;0;"-29.871126";"-50.418049";"SR-RS";"DEL9/3";"UOP02/RS"
100201;219709;2018-01-01;"segunda-feira";"23:40:00";"RS";290;16;"SANTO ANTONIO DA PATRULHA";"Sim";"Falta de Atenção à Condução";1;"Colisao traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";178078;"Automóvel";"I/PEUGEOT 206 SELECTION";2001;"Passageiro";"Lesões Leves";16;"Feminino";0;1;0;0;"-29.871126";"-50.418049";"SR-RS";"DEL9/3";"UOP02/RS"
100229;216836;2018-01-02;"terça-feira";"04:00:00";"RS";101;4,5;"TORRES";"Sim";"Condutor Dormindo";1;"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Curva";"Sim";178025;"Automóvel";"I/CITROEN C4 PALLAS20GLM";2007;"Condutor";"Ileso";44;"Masculino";1;0;0;0;"-29.3340644";"-49.78555977";"SR-RS";"DEL9/3";"UOP03/RS"
100229;216839;2018-01-02;"terça-feira";"04:00:00";"RS";101;4,5;"TORRES";"Sim";"Condutor Dormindo";1;"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Curva";"Sim";178025;"Automóvel";"I/CITROEN C4 PALLAS20GLM";2007;"Passageiro";"Ileso";14;"Feminino";1;0;0;0;"-29.3340644";"-49.78555977";"SR-RS";"DEL9/3";"UOP03/RS"
100229;216837;2018-01-02;"terça-feira";"04:00:00";"RS";101;4,5;"TORRES";"Sim";"Condutor Dormindo";1;"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Curva";"Sim";178025;"Automóvel";"I/CITROEN C4 PALLAS20GLM";2007;"Passageiro";"Ileso";57;"Feminino";1;0;0;0;"-29.3340644";"-49.78555977";"SR-RS";"DEL9/3";"UOP03/RS"
100242;218735;2018-01-02;"terça-feira";"07:20:00";"RS";290;672,2;"URUGUAIANA";"Sim";"Animais na Pista";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178673;"Automóvel";"CHEVROLET/CLASSIC";2015;"Condutor";"Ileso";42;"Masculino";1;0;0;0;"-29.93698682";"-56.62399643";"SR-RS";"DEL9/13";"UOP01/RS"
100242;218736;2018-01-02;"terça-feira";"07:20:00";"RS";290;672,2;"URUGUAIANA";"Sim";"Animais na Pista";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178673;"Automóvel";"CHEVROLET/CLASSIC";2015;"Passageiro";"Ileso";44;"Feminino";1;0;0;0;"-29.93698682";"-56.62399643";"SR-RS";"DEL9/13";"UOP01/RS"
100242;218743;2018-01-02;"terça-feira";"07:20:00";"RS";290;672,2;"URUGUAIANA";"Sim";"Animais na Pista";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178673;"Automóvel";"CHEVROLET/CLASSIC";2015;"Passageiro";"Ileso";6;"Masculino";1;0;0;0;"-29.93698682";"-56.62399643";"SR-RS";"DEL9/13";"UOP01/RS"
100242;218744;2018-01-02;"terça-feira";"07:20:00";"RS";290;672,2;"URUGUAIANA";"Sim";"Animais na Pista";1;"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";178673;"Automóvel";"CHEVROLET/CLASSIC";2015;"Passageiro";"Ileso";4;"Feminino";1;0;0;0;"-29.93698682";"-56.62399643";"SR-RS";"DEL9/13";"UOP01/RS"
